Dim1,Dim2,Year,Country,Region
-0.69212705,-0.499252252,2011,SUR,Latin America
-0.583143194,-0.441910753,2012,SUR,Latin America
-1.057654306,0.106279831,2013,SUR,Latin America
-0.945610836,0.19211794,2014,SUR,Latin America
-0.810898972,0.032899539,2015,SUR,Latin America
1.598352698,1.231226563,1946,ECU,Latin America
0.736692468,-0.011020332,1947,ECU,Latin America
0.483882979,0.059131418,1948,ECU,Latin America
0.110072751,0.618149894,1949,ECU,Latin America
0.471737101,0.310878869,1950,ECU,Latin America
-0.751178246,0.888391395,1951,ECU,Latin America
0.370467821,0.124419783,1952,ECU,Latin America
-0.183544111,0.88216575,1953,ECU,Latin America
-0.690507087,0.845553977,1954,ECU,Latin America
-0.399515476,0.651660747,1955,ECU,Latin America
0.278772539,1.038530345,1956,ECU,Latin America
-0.520786691,-1.300497349,1957,ECU,Latin America
1.185366177,0.198663212,1958,ECU,Latin America
0.490606012,0.083022599,1959,ECU,Latin America
-0.054450933,0.388050123,1960,ECU,Latin America
0.657407057,-0.346646076,1961,ECU,Latin America
0.650521043,-0.437610172,1962,ECU,Latin America
0.455622146,-0.937486805,1963,ECU,Latin America
0.878198026,0.989604647,1965,ECU,Latin America
0.703453407,1.041523582,1966,ECU,Latin America
0.110712654,0.797042372,1967,ECU,Latin America
-0.078057923,-0.148315462,1968,ECU,Latin America
0.382369944,1.381748205,1969,ECU,Latin America
0.133738546,0.243452361,1970,ECU,Latin America
-0.034358835,0.426106184,1971,ECU,Latin America
0.159594899,1.045596409,1972,ECU,Latin America
0.232228063,0.328676459,1973,ECU,Latin America
0.554299643,0.369547408,1974,ECU,Latin America
0.120427443,-0.771814342,1975,ECU,Latin America
0.172732004,0.990583434,1976,ECU,Latin America
0.433170098,0.913627423,1977,ECU,Latin America
0.464911978,1.167227291,1978,ECU,Latin America
-0.270928285,1.383389226,1979,ECU,Latin America
-0.027631804,0.382795316,1980,ECU,Latin America
-0.593353595,0.663141187,1981,ECU,Latin America
-0.333059102,0.891783113,1982,ECU,Latin America
-0.219027514,0.709819477,1983,ECU,Latin America
-0.138006122,0.904455633,1984,ECU,Latin America
-0.100544301,0.984694897,1985,ECU,Latin America
-0.15491898,0.381746785,1986,ECU,Latin America
-0.460683772,0.144058403,1987,ECU,Latin America
-0.444839544,-0.201263416,1988,ECU,Latin America
-0.79888096,-0.197581468,1989,ECU,Latin America
-0.739230099,-0.08267015,1990,ECU,Latin America
-0.113550826,-0.488302479,1991,ECU,Latin America
-0.637779598,0.280873859,1992,ECU,Latin America
-0.330716138,-0.105963246,1993,ECU,Latin America
-0.526089455,-0.957519289,1994,ECU,Latin America
-0.104660153,-0.484808644,1995,ECU,Latin America
-0.28461768,0.200406496,1996,ECU,Latin America
-0.343231861,-1.109627237,1997,ECU,Latin America
0.269014888,-0.472555084,1998,ECU,Latin America
-0.940568335,-1.321169583,1999,ECU,Latin America
-1.184964807,-1.498657362,2000,ECU,Latin America
-1.264751083,-1.664539246,2001,ECU,Latin America
-0.264159764,-0.279347147,2002,ECU,Latin America
-0.552216858,0.10594269,2003,ECU,Latin America
-0.415297777,-0.634239871,2004,ECU,Latin America
-0.364317099,0.417686019,2005,ECU,Latin America
-0.51824532,0.09286714,2006,ECU,Latin America
-0.567093912,-0.132876205,2007,ECU,Latin America
-0.664154216,-0.491676942,2008,ECU,Latin America
-0.870158413,-0.323157056,2009,ECU,Latin America
-0.742552519,0.102298018,2010,ECU,Latin America
-1.148242357,-1.79011198,2011,ECU,Latin America
-0.745483178,-1.290823665,2012,ECU,Latin America
-1.265648757,-1.153539662,2013,ECU,Latin America
-1.100991307,1.234449638,2014,ECU,Latin America
-0.914891562,1.047353964,2015,ECU,Latin America
1.330350295,-0.477658133,1946,PER,Latin America
1.043770341,0.23989343,1947,PER,Latin America
1.147715593,0.032694986,1948,PER,Latin America
0.757144353,0.339311655,1949,PER,Latin America
0.955371911,-0.311916755,1950,PER,Latin America
0.728879295,0.444261826,1951,PER,Latin America
0.75208255,0.640876088,1952,PER,Latin America
0.512133279,0.22182156,1953,PER,Latin America
0.722798222,0.169606707,1954,PER,Latin America
0.281712209,0.336955033,1955,PER,Latin America
0.970101658,1.025334682,1956,PER,Latin America
0.169948843,-0.697220631,1957,PER,Latin America
0.294601859,-0.373178706,1958,PER,Latin America
1.618564341,0.347446933,1959,PER,Latin America
0.51906128,0.66337444,1960,PER,Latin America
1.225775416,-0.714427475,1961,PER,Latin America
1.271797171,-0.767521016,1962,PER,Latin America
0.563761014,0.472152481,1963,PER,Latin America
1.162707124,0.836863299,1965,PER,Latin America
0.541401772,1.166770332,1966,PER,Latin America
0.442693093,1.525786288,1967,PER,Latin America
0.183936828,-0.268362998,1968,PER,Latin America
0.134181675,0.699318331,1969,PER,Latin America
-0.127364735,1.021970917,1970,PER,Latin America
-0.240580538,0.023691502,1971,PER,Latin America
-0.168445013,0.216514738,1972,PER,Latin America
-0.06504375,0.311812629,1973,PER,Latin America
-0.104175092,0.506445217,1974,PER,Latin America
-0.379260927,-0.868965806,1975,PER,Latin America
-0.653118274,1.38105733,1976,PER,Latin America
0.262608409,1.21863279,1977,PER,Latin America
0.128301082,1.162949685,1978,PER,Latin America
-0.374076809,1.351918234,1979,PER,Latin America
0.114148855,0.520758667,1980,PER,Latin America
-0.278599472,0.42890066,1981,PER,Latin America
-0.218902205,0.378480885,1982,PER,Latin America
-0.113339212,0.63992399,1983,PER,Latin America
-0.228507598,0.844431861,1984,PER,Latin America
-0.165415006,0.404743306,1985,PER,Latin America
-0.30293762,-0.187023165,1986,PER,Latin America
-0.380880014,-0.578943721,1987,PER,Latin America
-0.151389307,-0.507046902,1988,PER,Latin America
-0.897679084,-0.061404117,1989,PER,Latin America
-1.009001142,0.52873325,1990,PER,Latin America
-0.072991735,-0.600939144,1991,PER,Latin America
-0.407949785,0.225168235,1992,PER,Latin America
-0.619411007,0.090249073,1993,PER,Latin America
-0.341549261,1.058433287,1994,PER,Latin America
-0.988842902,-1.787850227,1995,PER,Latin America
-0.072051315,0.455725651,1996,PER,Latin America
-0.511577077,-0.923938296,1997,PER,Latin America
0.231095,-0.556409247,1998,PER,Latin America
-0.221559712,-0.086959065,1999,PER,Latin America
-0.082300641,-0.262340554,2000,PER,Latin America
-0.441288884,-0.972907161,2001,PER,Latin America
0.211784654,0.332977516,2002,PER,Latin America
0.033629191,0.742970373,2003,PER,Latin America
0.060257367,0.434525918,2004,PER,Latin America
-0.326187852,0.513990189,2005,PER,Latin America
-0.17235815,0.22044707,2006,PER,Latin America
-0.056997643,0.452720779,2007,PER,Latin America
-0.04878011,0.39430968,2008,PER,Latin America
-0.008308075,0.067433439,2009,PER,Latin America
0.12891776,-0.459187166,2010,PER,Latin America
0.002263318,0.281744124,2011,PER,Latin America
-0.265220084,0.634132,2012,PER,Latin America
-0.075785359,0.536937706,2013,PER,Latin America
-0.090998413,-0.455132058,2014,PER,Latin America
-0.144922774,-0.583936333,2015,PER,Latin America
0.647724825,-0.358715043,1946,BRA,Latin America
0.662529984,-0.219486966,1947,BRA,Latin America
0.874002774,-0.169188099,1948,BRA,Latin America
0.245964136,0.939908634,1949,BRA,Latin America
0.705501849,0.202683618,1950,BRA,Latin America
0.670165407,0.948964152,1951,BRA,Latin America
0.279257533,0.743112751,1952,BRA,Latin America
-0.330602542,0.830100891,1953,BRA,Latin America
1.138018866,0.5047016,1954,BRA,Latin America
1.035091015,0.479506115,1955,BRA,Latin America
0.90617489,0.966647741,1956,BRA,Latin America
0.008741116,-0.876676611,1957,BRA,Latin America
1.18381204,-0.013092587,1958,BRA,Latin America
1.109998339,0.457176332,1959,BRA,Latin America
0.554069357,0.383071889,1960,BRA,Latin America
0.867689559,-0.080751996,1961,BRA,Latin America
0.70044345,0.010492463,1962,BRA,Latin America
0.647366113,0.129838344,1963,BRA,Latin America
1.145979562,0.757582276,1965,BRA,Latin America
1.008523473,0.363384318,1966,BRA,Latin America
1.148420146,0.843222799,1967,BRA,Latin America
0.702668441,-0.898945679,1968,BRA,Latin America
0.777501274,0.048883132,1969,BRA,Latin America
1.130429881,0.106790591,1970,BRA,Latin America
0.800597367,0.173656677,1971,BRA,Latin America
1.060411437,0.306924352,1972,BRA,Latin America
1.35843096,0.856039896,1973,BRA,Latin America
0.234295545,1.643032045,1974,BRA,Latin America
0.150883001,-0.213811579,1975,BRA,Latin America
0.301125624,0.494633443,1976,BRA,Latin America
0.67293316,1.583662472,1977,BRA,Latin America
0.588664103,1.541339432,1978,BRA,Latin America
0.15467812,-0.012106788,1979,BRA,Latin America
0.07763127,0.523407996,1980,BRA,Latin America
0.011149159,-0.1211917,1981,BRA,Latin America
-0.060025303,-0.02015815,1982,BRA,Latin America
0.071072852,0.252523619,1983,BRA,Latin America
0.208527228,0.070144233,1984,BRA,Latin America
-0.079967838,-0.136670978,1985,BRA,Latin America
-0.098410502,-0.539915159,1986,BRA,Latin America
0.022495355,-1.251109028,1987,BRA,Latin America
0.070677138,-0.884689735,1988,BRA,Latin America
-0.276357938,-0.717334194,1989,BRA,Latin America
-0.200540033,-1.24929705,1990,BRA,Latin America
-0.293991592,-0.35705116,1991,BRA,Latin America
-0.607180554,0.076793913,1992,BRA,Latin America
-0.565503867,0.02641616,1993,BRA,Latin America
-0.176356847,-0.795646998,1994,BRA,Latin America
-0.495339045,-0.709811297,1995,BRA,Latin America
-0.001291622,0.480701197,1996,BRA,Latin America
-0.501077421,-1.056685302,1997,BRA,Latin America
0.14389312,-0.289210279,1998,BRA,Latin America
-0.103910536,-0.711789313,1999,BRA,Latin America
-0.030483624,-0.292324806,2000,BRA,Latin America
0.142265048,0.098626959,2001,BRA,Latin America
-0.014026903,-0.304308376,2002,BRA,Latin America
-0.104475762,-0.594679024,2003,BRA,Latin America
-0.183229455,-0.536964491,2004,BRA,Latin America
-0.130780043,-0.093292172,2005,BRA,Latin America
-0.228887265,-0.163460878,2006,BRA,Latin America
-0.202708407,-0.162212109,2007,BRA,Latin America
-0.119138988,-0.28013801,2008,BRA,Latin America
-0.575217067,-0.047184576,2009,BRA,Latin America
-0.459449751,0.04338927,2010,BRA,Latin America
-0.502193629,-0.266965789,2011,BRA,Latin America
-0.534646257,-0.16599614,2012,BRA,Latin America
-0.572631903,-0.421621294,2013,BRA,Latin America
-0.532594079,0.028604936,2014,BRA,Latin America
-0.543950272,0.037012202,2015,BRA,Latin America
0.353247906,-0.402009851,1946,BOL,Latin America
0.655690264,-0.069849714,1947,BOL,Latin America
0.987862679,-0.038415826,1948,BOL,Latin America
1.174680746,1.06771581,1949,BOL,Latin America
1.074411435,0.42870126,1950,BOL,Latin America
0.301765195,1.104188475,1951,BOL,Latin America
-0.520289896,0.378722062,1952,BOL,Latin America
-1.322219527,0.294401901,1953,BOL,Latin America
-0.385929028,0.173695838,1954,BOL,Latin America
-0.499693169,0.414323449,1955,BOL,Latin America
-0.380751332,1.367187918,1956,BOL,Latin America
-0.881174874,-0.654991541,1957,BOL,Latin America
0.998343381,0.470501669,1958,BOL,Latin America
0.331850643,1.134323152,1959,BOL,Latin America
0.254118882,0.455558961,1960,BOL,Latin America
0.664208695,-0.254416285,1961,BOL,Latin America
0.764140687,-0.443239535,1962,BOL,Latin America
-0.309837423,-1.270123306,1963,BOL,Latin America
1.381198107,0.626471729,1965,BOL,Latin America
0.882707494,0.634718559,1966,BOL,Latin America
0.752436297,1.456916828,1967,BOL,Latin America
0.870013798,0.122942275,1968,BOL,Latin America
0.962936601,1.278614122,1969,BOL,Latin America
-0.068417804,0.90662161,1970,BOL,Latin America
0.594247582,0.621396709,1971,BOL,Latin America
1.307599067,0.56592448,1972,BOL,Latin America
1.584876114,0.956722624,1973,BOL,Latin America
1.718363011,1.498539096,1974,BOL,Latin America
0.629252729,-1.093216977,1975,BOL,Latin America
0.772076101,1.290152728,1976,BOL,Latin America
0.651533194,0.861233353,1977,BOL,Latin America
0.487931794,0.850352692,1978,BOL,Latin America
-0.013915673,1.496320736,1979,BOL,Latin America
0.434005641,0.987924053,1980,BOL,Latin America
-0.112901684,0.742378201,1981,BOL,Latin America
-0.48666958,0.473323985,1982,BOL,Latin America
-0.172395886,0.644750924,1983,BOL,Latin America
-0.194033301,0.855888995,1984,BOL,Latin America
-0.218540832,0.746895112,1985,BOL,Latin America
-0.736462363,0.788560731,1986,BOL,Latin America
-0.510764149,-0.071476013,1987,BOL,Latin America
-0.63401601,-0.159182655,1988,BOL,Latin America
-1.145801669,-0.158847719,1989,BOL,Latin America
-0.724395173,-0.206529682,1990,BOL,Latin America
0.300767166,-0.667635876,1991,BOL,Latin America
-0.452141088,1.005656771,1992,BOL,Latin America
-0.302720049,0.149110837,1993,BOL,Latin America
-0.327385572,0.275611169,1994,BOL,Latin America
-0.632992095,-1.105411701,1995,BOL,Latin America
-0.041459255,0.42031437,1996,BOL,Latin America
-0.148851782,-1.112034888,1997,BOL,Latin America
0.074333141,-0.601148081,1998,BOL,Latin America
-0.371588662,-0.625398593,1999,BOL,Latin America
-0.448736566,-0.780932759,2000,BOL,Latin America
-0.376219387,-0.781421487,2001,BOL,Latin America
-0.292904908,-0.748075817,2002,BOL,Latin America
-0.227444309,-0.356163032,2003,BOL,Latin America
-0.176488374,-0.099306005,2004,BOL,Latin America
-0.199920402,0.319309976,2005,BOL,Latin America
-0.351403556,-0.391138207,2006,BOL,Latin America
-0.539706221,-0.301913493,2007,BOL,Latin America
-0.446674523,-0.039750283,2008,BOL,Latin America
-1.06612589,0.028893802,2009,BOL,Latin America
-1.181561699,0.501715314,2010,BOL,Latin America
-1.031334118,-1.297959805,2011,BOL,Latin America
-1.357002575,-1.777506763,2012,BOL,Latin America
-2.465945191,-0.668507122,2013,BOL,Latin America
-1.092573955,1.299303887,2014,BOL,Latin America
-1.595122841,0.822925598,2015,BOL,Latin America
1.243692144,-0.254601264,1946,PAR,Latin America
1.390914561,-0.219764995,1947,PAR,Latin America
1.010919894,-0.078206823,1948,PAR,Latin America
1.065680671,0.364348645,1949,PAR,Latin America
1.099924869,0.256997598,1950,PAR,Latin America
0.756645543,0.42789671,1951,PAR,Latin America
0.73197326,0.513675492,1952,PAR,Latin America
-0.356270467,1.702278101,1953,PAR,Latin America
0.119467034,0.81953135,1954,PAR,Latin America
-0.035698579,0.711280164,1955,PAR,Latin America
0.513038462,0.587676382,1956,PAR,Latin America
0.247268921,-0.748503175,1957,PAR,Latin America
1.207410212,0.11154958,1958,PAR,Latin America
0.630068214,0.968022536,1959,PAR,Latin America
0.331986019,0.746197453,1960,PAR,Latin America
1.31614633,-0.866252214,1961,PAR,Latin America
1.029036889,-0.414824446,1962,PAR,Latin America
0.570446112,0.067743368,1963,PAR,Latin America
1.441653099,1.161285847,1965,PAR,Latin America
0.720783921,0.661325083,1966,PAR,Latin America
0.488960225,1.277270187,1967,PAR,Latin America
0.716983667,-0.176802754,1968,PAR,Latin America
0.948208087,0.593037745,1969,PAR,Latin America
1.064951207,0.506822282,1970,PAR,Latin America
0.705667765,0.378419261,1971,PAR,Latin America
1.007876454,0.308584539,1972,PAR,Latin America
1.245336751,0.713562355,1973,PAR,Latin America
0.97343855,1.062375706,1974,PAR,Latin America
1.04340256,-0.601259207,1975,PAR,Latin America
1.328254987,0.521435337,1976,PAR,Latin America
1.180465213,0.846323138,1977,PAR,Latin America
0.922248921,1.56220499,1978,PAR,Latin America
1.013159481,1.564504466,1979,PAR,Latin America
0.299919722,1.493940647,1980,PAR,Latin America
0.357125402,0.643082117,1981,PAR,Latin America
0.7648898,0.652592901,1982,PAR,Latin America
0.903501576,0.728112011,1983,PAR,Latin America
0.745299512,0.849528657,1984,PAR,Latin America
0.793567149,0.961788036,1985,PAR,Latin America
0.528771366,0.213304633,1986,PAR,Latin America
0.155642027,-0.000262322,1987,PAR,Latin America
-0.21937377,0.316213971,1988,PAR,Latin America
0.274108062,-0.358920691,1989,PAR,Latin America
-0.533540154,0.380173511,1990,PAR,Latin America
0.054180844,0.024938051,1991,PAR,Latin America
-0.61570499,0.667865706,1992,PAR,Latin America
0.023327143,0.639504255,1993,PAR,Latin America
-0.103644715,0.365147409,1994,PAR,Latin America
-0.110942898,-0.724124138,1995,PAR,Latin America
0.35115994,0.605213539,1996,PAR,Latin America
-0.222663941,-0.528722387,1997,PAR,Latin America
0.544327051,-0.710076948,1998,PAR,Latin America
-0.046991303,-0.537416359,1999,PAR,Latin America
0.035590765,-0.35127355,2000,PAR,Latin America
0.231802064,0.008154578,2001,PAR,Latin America
-0.104929139,-0.266237424,2002,PAR,Latin America
-0.102279079,-0.381654644,2003,PAR,Latin America
-0.020925054,-0.475028154,2004,PAR,Latin America
-0.201643103,0.311011295,2005,PAR,Latin America
-0.224201143,-0.151266254,2006,PAR,Latin America
-0.209836073,0.193255891,2007,PAR,Latin America
-0.396224339,-0.059150161,2008,PAR,Latin America
-0.274254328,0.017217376,2009,PAR,Latin America
-0.245512884,-0.435233524,2010,PAR,Latin America
-0.44114558,0.06249299,2011,PAR,Latin America
-0.434662412,0.549554822,2012,PAR,Latin America
-0.482804803,1.864055165,2013,PAR,Latin America
-0.477430035,-1.918810647,2014,PAR,Latin America
-0.628613913,-1.811875948,2015,PAR,Latin America
-0.356475445,-0.214140923,1946,CHL,Latin America
0.413654044,-0.186422077,1947,CHL,Latin America
0.710305193,0.000639231,1948,CHL,Latin America
0.656569458,-0.339990225,1949,CHL,Latin America
0.60588786,0.460559753,1950,CHL,Latin America
-0.275912473,0.328707668,1951,CHL,Latin America
-0.035317228,0.354546379,1952,CHL,Latin America
-0.429761583,1.175200845,1953,CHL,Latin America
0.199021132,0.137981176,1954,CHL,Latin America
0.423173089,-0.16556077,1955,CHL,Latin America
0.666752595,0.442366869,1956,CHL,Latin America
0.367762374,-0.905685769,1957,CHL,Latin America
1.721464368,0.630569464,1958,CHL,Latin America
0.725365412,1.14592969,1959,CHL,Latin America
0.499748848,0.514299466,1960,CHL,Latin America
0.840334918,-0.863308073,1961,CHL,Latin America
0.625938235,-0.221839035,1962,CHL,Latin America
-0.794838368,-1.314531198,1963,CHL,Latin America
0.421712329,0.165504797,1965,CHL,Latin America
0.279245751,1.572584131,1966,CHL,Latin America
0.083732979,1.265265048,1967,CHL,Latin America
0.180650868,0.001215904,1968,CHL,Latin America
0.540799145,0.363341499,1969,CHL,Latin America
-0.490625172,0.153346205,1970,CHL,Latin America
-0.606276989,-0.127184971,1971,CHL,Latin America
-0.744018268,0.396452918,1972,CHL,Latin America
0.295915086,0.708551247,1973,CHL,Latin America
1.216132189,0.767469714,1974,CHL,Latin America
0.758987965,-0.323673363,1975,CHL,Latin America
0.872732637,0.808384094,1976,CHL,Latin America
0.807722867,1.115982288,1977,CHL,Latin America
0.879701049,1.566952757,1978,CHL,Latin America
0.761282631,1.74902233,1979,CHL,Latin America
0.665925262,1.224206184,1980,CHL,Latin America
0.27749398,0.552021929,1981,CHL,Latin America
0.356380962,0.702303728,1982,CHL,Latin America
0.395960226,0.810095117,1983,CHL,Latin America
0.251645174,1.014419003,1984,CHL,Latin America
0.468902151,1.287459222,1985,CHL,Latin America
0.619643552,0.219233401,1986,CHL,Latin America
0.593609024,0.0537801,1987,CHL,Latin America
0.411572772,0.136347506,1988,CHL,Latin America
0.581193296,-0.042768045,1989,CHL,Latin America
-0.758442042,0.523824154,1990,CHL,Latin America
-0.270281548,0.071813628,1991,CHL,Latin America
-0.335258782,0.191837649,1992,CHL,Latin America
-0.086830588,-0.294879318,1993,CHL,Latin America
-0.05507693,-0.535729121,1994,CHL,Latin America
-0.505459357,-1.102335365,1995,CHL,Latin America
-0.063795582,-0.363714512,1996,CHL,Latin America
-0.021923399,-1.16430254,1997,CHL,Latin America
-0.352319804,0.241343158,1998,CHL,Latin America
-0.297600699,-1.01322794,1999,CHL,Latin America
-0.212904119,-0.473050089,2000,CHL,Latin America
0.21720385,0.144553086,2001,CHL,Latin America
-0.164716649,-0.76771656,2002,CHL,Latin America
-0.062665223,-0.349327305,2003,CHL,Latin America
0.129414303,-0.378353146,2004,CHL,Latin America
-0.046431811,0.291620202,2005,CHL,Latin America
-0.095485815,-0.155847144,2006,CHL,Latin America
-0.047841473,-0.044536648,2007,CHL,Latin America
0.027383508,-0.263001125,2008,CHL,Latin America
-0.052749005,-0.738689444,2009,CHL,Latin America
0.044633273,-0.065707542,2010,CHL,Latin America
0.036098531,-0.211452088,2011,CHL,Latin America
-0.50182751,0.083515379,2012,CHL,Latin America
-0.021915661,-0.170157062,2013,CHL,Latin America
-0.166139166,0.076557117,2014,CHL,Latin America
-0.254504381,-0.131562179,2015,CHL,Latin America
0.759562973,-0.448739066,1946,ARG,Latin America
1.621489961,0.307278018,1947,ARG,Latin America
0.326142612,0.032764699,1948,ARG,Latin America
0.581031624,0.322091945,1949,ARG,Latin America
0.185473207,-0.208248747,1950,ARG,Latin America
0.106895854,-0.443593103,1951,ARG,Latin America
-0.09397382,0.775090556,1952,ARG,Latin America
0.446595121,-0.288034548,1953,ARG,Latin America
0.310991624,0.466127671,1954,ARG,Latin America
-0.338169163,0.078060197,1955,ARG,Latin America
0.313703801,1.138977134,1956,ARG,Latin America
0.473745234,-1.118474648,1957,ARG,Latin America
1.129834096,0.167100517,1958,ARG,Latin America
0.465665374,0.858463571,1959,ARG,Latin America
0.700445417,0.353135578,1960,ARG,Latin America
0.976706126,-0.290782118,1961,ARG,Latin America
0.918457445,-0.242171703,1962,ARG,Latin America
0.593898511,-0.079298321,1963,ARG,Latin America
0.654172265,0.485199916,1965,ARG,Latin America
0.811598162,0.330361921,1966,ARG,Latin America
0.51070933,0.65299202,1967,ARG,Latin America
0.334966705,-0.232658405,1968,ARG,Latin America
0.631029697,0.373529956,1969,ARG,Latin America
0.818099001,-0.044343176,1970,ARG,Latin America
0.898090282,0.088814508,1971,ARG,Latin America
0.800036938,0.390118561,1972,ARG,Latin America
-0.18082846,0.616298166,1973,ARG,Latin America
-0.683528657,1.743530938,1974,ARG,Latin America
-0.239301142,-0.967274114,1975,ARG,Latin America
0.083085775,0.168873037,1976,ARG,Latin America
0.392216227,0.608203774,1977,ARG,Latin America
0.2625582,1.051707626,1978,ARG,Latin America
0.154584966,0.412558119,1979,ARG,Latin America
0.107929724,0.839688331,1980,ARG,Latin America
0.137567517,0.139559549,1981,ARG,Latin America
-0.273819365,0.149780126,1982,ARG,Latin America
-0.12276513,-0.032841602,1983,ARG,Latin America
-0.229765648,-0.000920013,1984,ARG,Latin America
-0.186317013,-0.077810706,1985,ARG,Latin America
-0.361020673,-0.178235777,1986,ARG,Latin America
-0.068265037,-0.948041852,1987,ARG,Latin America
-0.007170299,-0.846166989,1988,ARG,Latin America
-0.395305472,-0.786202493,1989,ARG,Latin America
-0.092328938,-1.678828948,1990,ARG,Latin America
0.455319281,0.697747097,1991,ARG,Latin America
0.618167402,0.329970859,1992,ARG,Latin America
0.606096721,0.49762837,1993,ARG,Latin America
0.962152802,0.65562775,1994,ARG,Latin America
1.096392742,0.793419604,1995,ARG,Latin America
0.860000568,0.241243796,1996,ARG,Latin America
0.388756341,-1.189032764,1997,ARG,Latin America
0.358404355,0.166295874,1998,ARG,Latin America
0.530929039,0.004528961,1999,ARG,Latin America
0.367394739,-0.066260275,2000,ARG,Latin America
0.241022879,-0.446714827,2001,ARG,Latin America
0.372041109,-0.305600182,2002,ARG,Latin America
0.323693551,-0.201294301,2003,ARG,Latin America
0.169698746,-0.43804034,2004,ARG,Latin America
0.166017216,0.045172569,2005,ARG,Latin America
0.028913527,-0.133015032,2006,ARG,Latin America
0.077542421,-0.219204872,2007,ARG,Latin America
0.078233209,-0.439698242,2008,ARG,Latin America
0.041693703,-0.48946238,2009,ARG,Latin America
0.220351798,-0.03897188,2010,ARG,Latin America
0.098113976,-0.226544731,2011,ARG,Latin America
0.163102663,-0.31996038,2012,ARG,Latin America
-0.004866471,-0.228049599,2013,ARG,Latin America
0.060250135,0.48163477,2014,ARG,Latin America
0.026750161,0.211809515,2015,ARG,Latin America
0.457153188,-0.251361267,1946,URU,Latin America
0.411009968,-0.816564244,1947,URU,Latin America
0.471642966,-0.122859584,1948,URU,Latin America
0.042461575,-0.888663036,1949,URU,Latin America
-0.063835873,0.343016426,1950,URU,Latin America
0.185864108,0.625786092,1951,URU,Latin America
0.366653415,0.172190525,1952,URU,Latin America
-1.419401484,0.308850777,1953,URU,Latin America
-0.408839898,-0.105234778,1954,URU,Latin America
-0.798347335,-0.005969265,1955,URU,Latin America
0.061687066,1.226409459,1956,URU,Latin America
-0.346792603,-0.686941863,1957,URU,Latin America
1.41244543,0.497258628,1958,URU,Latin America
0.885278219,0.155694,1959,URU,Latin America
0.115502765,0.993061498,1960,URU,Latin America
0.787617598,-0.793179548,1961,URU,Latin America
0.679995451,-0.139728854,1962,URU,Latin America
-0.343260109,-1.148048863,1963,URU,Latin America
0.916219225,0.780460138,1965,URU,Latin America
0.742333676,1.072844509,1966,URU,Latin America
0.682322585,1.208562615,1967,URU,Latin America
0.521526465,-0.208021783,1968,URU,Latin America
1.368270541,0.52755313,1969,URU,Latin America
0.795070442,1.685518155,1970,URU,Latin America
0.873508193,0.849628068,1971,URU,Latin America
1.089148552,0.550335664,1972,URU,Latin America
1.43903833,0.548357567,1973,URU,Latin America
1.34745247,0.58470817,1974,URU,Latin America
0.79766708,-1.190060462,1975,URU,Latin America
1.327846602,0.305718249,1976,URU,Latin America
1.251291049,0.819616169,1977,URU,Latin America
0.91936643,1.144410038,1978,URU,Latin America
0.681807724,0.80637829,1979,URU,Latin America
0.315667265,1.031096496,1980,URU,Latin America
0.127925626,0.443179667,1981,URU,Latin America
0.566706785,0.791034983,1982,URU,Latin America
0.308537584,0.58234307,1983,URU,Latin America
0.359055523,1.065282066,1984,URU,Latin America
0.07102447,0.48883422,1985,URU,Latin America
0.192398557,0.20011063,1986,URU,Latin America
0.144365839,0.31293294,1987,URU,Latin America
-0.060621743,0.135446558,1988,URU,Latin America
-0.048582299,0.411340049,1989,URU,Latin America
-0.310159943,0.600030554,1990,URU,Latin America
1.426190365,-0.90979746,1991,URU,Latin America
-0.16449604,1.19865692,1992,URU,Latin America
0.043098289,0.355929104,1993,URU,Latin America
0.079340111,0.95127541,1994,URU,Latin America
-0.640151134,-0.75224148,1995,URU,Latin America
0.342111402,1.070513655,1996,URU,Latin America
0.11011392,0.342561159,1997,URU,Latin America
0.480120602,-0.861898482,1998,URU,Latin America
0.257723073,0.709411979,1999,URU,Latin America
0.153156366,0.22763717,2000,URU,Latin America
0.02764742,-0.223522353,2001,URU,Latin America
0.168900608,0.164725568,2002,URU,Latin America
0.081628995,0.378747408,2003,URU,Latin America
-0.002352143,0.139768696,2004,URU,Latin America
-0.208819037,0.417258016,2005,URU,Latin America
-0.349897365,0.145399572,2006,URU,Latin America
-0.256809164,0.372412803,2007,URU,Latin America
-0.192321033,0.282775623,2008,URU,Latin America
-0.013521539,0.342469087,2009,URU,Latin America
-0.022927417,-0.565058192,2010,URU,Latin America
-0.47207561,0.140517519,2011,URU,Latin America
-0.446391078,0.229276807,2012,URU,Latin America
-0.534140524,0.147591956,2013,URU,Latin America
-0.563659079,-0.211897048,2014,URU,Latin America
-0.601723394,-0.383840845,2015,URU,Latin America
1.151438067,-1.236929725,1946,UKG,West
1.159899458,-0.822690142,1947,UKG,West
1.604476472,0.297868138,1948,UKG,West
1.111911557,-1.427830134,1949,UKG,West
0.64782752,-0.612117434,1950,UKG,West
2.066418133,-0.747204464,1951,UKG,West
1.812109491,0.028538512,1952,UKG,West
1.926784242,0.033035225,1953,UKG,West
1.755549202,-1.147108298,1954,UKG,West
1.3777722,-0.383083916,1955,UKG,West
2.23223697,-0.167522706,1956,UKG,West
1.252545412,-1.20398303,1957,UKG,West
1.234952845,-0.956102289,1958,UKG,West
